fen,score
r4rk1/6pp/B3p3/2p5/3b1P2/1P1P4/P1K4P/5R2 w - - 3 29,-437.0
r5r1/ppp2p1k/3p1q1p/b4N2/3P4/2P5/P2QBPPP/R3R1K1 b - - 0 18,187.0
r3kb1r/pp4p1/4p3/2ppn3/6P1/2P2P1p/PP5B/RN3KN1 w kq - 0 19,-231.0
2r2rk1/qb3ppp/p3p3/3p4/P7/8/2P1NPPP/1R1Q2K1 w - - 6 25,-449.0
6k1/5p1p/6p1/1p2P3/1b6/r2B2Pq/1Q5P/3R3K b - - 3 35,-110.0
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,15.0
r4rk1/3q1ppp/2pbp3/p1Pp4/8/PP1QPPnP/1B2N1P1/2R2RK1 b - - 0 19,-22.0
2kr3r/pbppnp1p/1p6/8/1P4P1/2P2P1P/4B3/2B3K1 b - - 0 21,-694.0
6k1/pp5p/2p3p1/3r4/3Q4/1P6/P5PP/5R1K b - - 0 26,-131.0
r1b1k2r/1p3p1p/4pp2/pP1p1n2/8/P1N5/2P1PPPP/2KR1BNR w kq - 3 13,469.0
r3k2r/p1qnbppp/b1p1p3/2ppN3/2P2P2/1P1PP3/PB4PP/RN1QK2R w KQkq - 1 11,22.0
2r2rk1/1p3ppp/p4n2/3qp3/8/1P2BP2/P1P1Q1PP/R4RK1 b - - 0 17,8.0
rnbqkbnr/pppp1ppp/8/4p3/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,-26.0
6k1/6p1/p4p2/4p3/P1K1P2P/1PP4r/8/8 b - - 0 34,-506.0
r2qk2r/4n1b1/pp1p2p1/2p2B2/2P5/3P4/PP2QP1P/R1B1KNR1 b Qkq - 0 18,316.0
8/R4Rk1/6pp/3q4/7P/5PP1/6K1/8 b - - 0 53,271.0
r2q1rk1/pbpp2pp/1p2pp2/n3P3/3P4/2PB1NQ1/P1P3PP/R1B2RK1 b - - 1 13,509.0
8/5R2/2p5/2P5/1P5k/4Pp2/7K/8 b - - 1 51,641.0
2bq1rk1/4b1pp/2p1pn2/2P2p2/2BPpB2/4P2P/3N1PP1/Q4RK1 b - - 3 17,189.0
r2q1rk1/pppb1ppp/2nbpn2/8/3PN3/2PB1N2/PP3PPP/R1BQ1RK1 b - - 0 9,22.0
3r1r1k/1b4p1/p6p/1p2Bpq1/8/P2Q1P2/P1P3PP/4RRK1 w - - 1 28,12.0
8/6p1/7p/2R2pk1/8/7P/r5PK/8 w - - 2 36,-41.0
r1bq1rk1/ppp2p1p/2np3p/2b1p3/2B1P3/2NP1N2/PPPQ1PPP/R4RK1 b - - 1 8,89.0
r1bq1rk1/pp3ppp/8/2N1p1b1/P1Pn4/8/1B3P1P/RN1Q1RK1 w - - 1 17,-391.0
2r5/2r1p2k/p1qp2pP/1p6/8/1P5Q/PKPR2P1/5R2 b - - 1 29,26.0
6k1/8/8/1p6/p7/1P6/P1q2PPP/2N2R1K w - - 0 32,-33.0
r5k1/1pr3pp/2p1p3/1p2p3/4P3/1PP5/P4PPP/R2R2K1 w - - 3 19,-12.0
r1bnk1nr/ppp2pp1/4p3/q2PP3/1bB4p/2N2N2/PP3PPP/R1BQK2R w KQkq - 3 10,142.0
rnbqkbnr/pppp2pp/5p2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,122.0
8/5kb1/4p3/1pNp1p2/1rnP2p1/4P3/5PPK/2R2N2 w - - 2 33,-129.0
r5rk/1p1R2p1/2p4p/5Q1B/8/2B3PP/PPP2P2/2K4R b - - 2 27,889.0
2kr4/pp1r1p2/2n4p/6p1/1PP4n/P2NR3/5P1P/3R2K1 b - - 0 26,-523.0
2br4/pp6/2pN1k1p/2P3p1/1PBpRnP1/7P/P4P1K/8 w - - 0 33,320.0
rn1qkbnr/5ppp/2pp4/1p2p3/p3P3/PQ3N1P/1PPP1PP1/RNB1K2R w KQkq - 0 9,-63.0
7r/pp1b1k2/3p1p2/5P2/1PnBP1pp/P5P1/2P2R1P/4R2K w - - 0 31,238.0
k7/1p6/pP1p3p/3Pp3/n1P2p2/5P2/3rBK1P/4R3 w - - 4 38,-253.0
4rrk1/ppp2p1p/6p1/2npN3/8/P1P5/P2P2PP/5RK1 w - - 1 24,-567.0
8/8/4KP1p/7P/1b6/4k3/8/8 w - - 1 73,-46.0
r4k2/1p2q1b1/p3p3/4p3/6R1/3P1N2/PPPQ1P2/2K4R w - - 0 22,626.0
4r3/pp1k4/1p1p4/3P1npp/1PN2p2/5R1P/P4K1P/8 w - - 0 29,-385.0
r2k2nr/pp1bqR2/n1p1p1B1/4P2p/2P5/2N4Q/PP4PN/R5K1 b - - 4 19,209.0
r2qk1nr/p2b2pp/2nb1p2/3pp3/2p5/1P2PPP1/PBPNN1BP/R2Q1RK1 w kq - 0 12,179.0
rn1qk1nr/ppp2ppp/3p4/8/2B1Ppbb/1QP2N2/PP1PK1PP/RNB4R b kq - 2 7,-43.0
4r1k1/1r1nRp1p/1p1B1np1/8/PP4P1/2p2P2/Rb5P/1B4K1 b - - 2 28,-452.0
rn3rk1/pp3ppp/2p2n2/2q5/4P1b1/4RNP1/P1P2PBP/R2Q2K1 b - - 0 15,-471.0
r3r3/1p1bqk1p/p3p1p1/3pR3/6R1/2NB2Q1/PPP3PP/6K1 w - - 7 23,483.0
r1bq1rk1/1ppp1ppp/2n1p3/p2PP3/2P2Q2/P2B1P2/1P4PP/RN2K1NR b KQ - 0 12,322.0
6k1/1p4pp/2b5/1p2K1P1/5r2/4b2P/8/8 b - - 0 37,-877.0
1r6/p1b1k1pp/3p4/1P2pp1n/P1Pp2b1/B2P2P1/3NPP1P/2R1R1K1 b - - 1 20,418.0
rn2kbnr/pbppqppp/1p2p3/4P3/2B5/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 1 5,441.0
8/R4pk1/4p1b1/3pP1p1/P2r4/2p4P/6PK/5N2 b - - 0 36,-550.0
1n2r1k1/1R5p/2p3p1/2Ppq3/3bpn2/1Q5P/1B3PPN/3N2K1 b - - 3 26,-135.0
rn1qk2r/5pp1/p1bb3p/1p1p4/3Npn2/2P3NP/PPB2PP1/R1BQR1K1 b kq - 1 16,117.0
r1bb1rk1/1pp5/2npp3/pN3p2/2PP2n1/PP1BPNq1/6Q1/R1B2RK1 b - - 1 19,-120.0
rnbqk1nr/pppp1pbp/4p1p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,65.0
8/8/5k2/8/4R1Q1/2PK1p2/4p3/8 w - - 8 56,828.0
r4rk1/p3qpp1/2p2n1p/n3p3/Bb3Bb1/2NQ1N2/PPP3PP/2KR3R w - - 0 15,-120.0
2r1r1k1/2qb1pbp/3p1np1/1N2p3/1P2P3/P3BP2/1Q2B1PP/2RR2K1 b - - 0 21,284.0
r4Nk1/2p3p1/1bn4p/1p1p2NP/2P1p3/8/1BKP2q1/1R5R b - - 1 26,-819.0
r4k2/pp4p1/n2b4/8/3q4/4pB1P/PP2Q1P1/3R2KR b - - 1 32,262.0
3b1rk1/3q1ppp/2p1p1n1/B1P5/3P4/P2pP3/3N1PPP/1R4K1 w - - 1 24,-435.0
6k1/3b2p1/1qp2pBp/1p1p3Q/1P1Pr3/2n1P1B1/2P2PPP/R5K1 b - - 4 24,209.0
2r3nr/p4ppp/2N1p1k1/3P1n2/6Q1/2B1P3/PP3PPP/R3K2R b KQ - 6 20,1016.0
rnbqkbnr/pp1ppppp/2p5/8/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2,-25.0
3rk2r/4n1pp/3p1p2/5P2/6P1/6B1/PP2QN1P/R3KB1q b k - 3 33,464.0
8/8/1k1p4/4p1p1/1KPpP3/3P2P1/4B1b1/8 w - - 5 51,-9.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,24.0
r1bq3k/ppp4p/2pn1rp1/8/3Q4/2N2N2/PPP2PPP/R4RK1 b - - 1 15,134.0
2r2rk1/p4p1p/1p2pp1b/3p4/bP6/P2BP3/2P1NPPP/2R2RK1 b - - 5 17,-59.0
r3k2r/pp2bppp/3p1n2/1q6/3Np3/2P5/PP1B1PPP/R4RK1 w kq - 0 19,-69.0
4Rbk1/pp1R4/2p2rr1/5pN1/2PP1B1P/1P1n4/P5P1/6K1 w - - 5 30,450.0
r7/1p3k1p/p1p2nbP/3r1p2/1P2pPP1/8/1B1P1P2/R3K2R b KQ - 0 27,-507.0
r1bqkbnr/pp1p2pp/2n1p3/1Bp1P3/8/5N2/PPPP2PP/RNBQK2R b KQkq - 2 6,80.0
3r1k1r/B3q2p/2Qp1p2/8/2B1P1n1/2P1R1Pp/PPP5/R5K1 w - - 1 24,273.0
r4r2/3b1kpp/5p2/p2p4/3P3P/2P5/PP3PP1/R3R1K1 w - - 0 22,-396.0
5Q2/kpp3p1/7p/p3p3/1P6/P1NPB3/2P2KPP/R7 b - - 3 27,1015.0
r1b2k2/ppp5/6N1/b6p/4P3/2P5/PP3PPP/RNB1K2R b KQ - 0 15,819.0
rnbqkb1r/ppp1pppp/5n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 3,51.0
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,-35.0
8/ppp5/4b1k1/3p1pN1/5P2/2P4P/Pn6/RN4K1 b - - 0 26,252.0
r2qkb1r/p1p3pp/2p2p2/3p1b2/4Pp2/2N2P2/PPPQ2PP/2KR1BNR b kq e3 0 11,484.0
rnbqkbnr/pp3ppp/4p3/2pp4/3P4/P1N5/1PP1PPPP/R1BQKBNR w KQkq - 0 4,-29.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,66.0
rn2k2r/pb5p/1p1q1p1b/1Nppp3/8/3P1P2/PPP1Q1PP/R3KBNR b KQkq - 3 11,-170.0
1r6/p4pkp/b5p1/2BN1nQ1/2pn4/2q3P1/P5BP/5R1K b - - 0 28,148.0
2kr3r/ppp2ppp/2nb1n2/q3pb2/1P6/P1NP1N1P/2PBBPP1/R2QK2R b KQ - 0 10,77.0
8/6p1/2r2pk1/1N2pn1p/R1P2n2/5P2/5K2/B7 b - - 7 45,-473.0
r1bqkbnr/ppp2ppp/2n1p3/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,97.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,5.0
3rkb1r/p3p3/3q1p1p/1p2p1p1/2p1P3/2P2NBP/PP2QPP1/3RR1K1 b k - 1 22,507.0
r1bqkbnr/pp1ppppp/2n5/2p1P3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,56.0
3r1rk1/pq3pbp/1p2pnp1/2p1n3/P3PB2/2P3P1/1PQ2PBP/R3R1K1 w - - 0 18,25.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,24.0
4rbk1/1p3q1p/p3b1p1/2P1P3/3Q1p2/6PP/PPP2PB1/3R1RK1 b - - 0 23,371.0
8/p1n5/2p5/1pPp4/PP1P1k1p/1R3P1P/3R2PK/4r3 w - b6 0 41,377.0
2b3qr/4n1kp/p1r3p1/2NpPpN1/1P1P1P2/Q7/6PP/2R1R1K1 b - - 0 31,415.0
8/5k2/4p3/1p1bP1p1/3P2Pp/2P5/5K1P/8 b - - 3 41,-376.0
r5k1/7p/b3pPp1/3p4/8/3P4/PRP1B3/3K3Q b - - 0 36,643.0
r1bqk2r/pppp2pp/4p3/2b1P3/4n3/2N2NB1/PPP3PP/R2QK2R b KQkq - 2 10,-45.0
3R1b2/p4k2/1p3Bp1/2p2b1p/3p3P/6P1/PP1K4/7R w - - 0 32,545.0
r3kb1r/1p2p3/p2qbnp1/4p1B1/4P3/1QN5/PPP3PP/R4RK1 w - - 3 18,-273.0
2r2rk1/1b1nbppp/p3pn2/q1pp4/1p2PB2/PQPP1N1P/BP2NPP1/2R1R1K1 w - - 0 16,18.0
2q1rnk1/1b4p1/2p1pb1p/2PpN3/3PpP2/2N1P2P/5QPB/R5K1 w - - 2 27,108.0
rn1qk1nr/p2b2pp/1p2p3/1Bbp1p2/Q7/P1P1P3/1P3PPP/RNB1K1NR w KQkq - 0 8,-43.0
2Q3k1/8/8/p7/6p1/P5P1/5P1P/6K1 b - - 0 41,709.0
r1b2rk1/ppbp1p1p/6p1/4p3/2BnP1n1/3P1P1N/PPP3PP/R1B2RK1 b - - 0 13,-337.0
8/5k2/8/8/8/1PQ5/1KP5/6q1 w - - 3 66,474.0
8/8/p7/1p4kp/8/PPr5/2P1RK2/8 w - - 0 46,-14.0
r1bq1rk1/ppp3pp/5p2/2bpP3/3p4/3B3P/PPP3P1/RNBQR1K1 b - - 0 12,165.0
8/p1k5/2p3B1/1p3P2/2p3n1/P1R3Pb/3K4/r7 b - - 2 46,-519.0
r2q1rk1/pQp2ppp/2nb1n2/3p4/4p3/1PN1PbP1/P1PP1PBP/R1B2RK1 b - - 0 11,-450.0
1r3rk1/p3bppp/1qpp4/4p3/7P/P3QN2/1PP2PP1/1K5R w - - 1 20,-620.0
r1bqkb1r/4nppp/p1n1p3/1pppP3/P2P4/1PP2N2/3N1PPP/R1BQKB1R b KQkq - 0 8,-23.0
rn1q1rk1/pbp1bppp/1p3n2/3p2B1/3P4/2NB1N2/PPP2PPP/R2QR1K1 b - - 7 9,81.0
r1bqkb1r/p1pp1ppp/1pn2n2/8/8/4P1P1/PPP2P1P/RNBQKBNR w KQkq - 0 6,-80.0
8/8/6p1/1P1P1k1p/5p2/3p3P/1B1P1KP1/8 b - - 0 35,523.0
rnbqkbnr/p4pp1/1p5p/2p1p3/1P1pP3/P1PP1P2/6PP/RNBQKBNR w KQkq - 0 7,278.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,24.0
rn2k1nr/p4q2/1p5b/2p1P2p/2P3pN/8/PP2QPPP/R4RK1 w kq - 0 18,-39.0
r6r/3k1ppp/2n1p3/1K6/1b6/4P1P1/P1N5/R1B5 w - - 0 29,-520.0
r1b1k1nr/1pq1b1pp/p1n1p3/3pP3/3P4/P1NB1N2/1P4PP/R1BQ1RK1 b kq - 2 12,232.0
r1b2rk1/pp3ppp/2n1p3/2p2qB1/2PPn3/3BPN2/P4PPP/RQ2K2R w KQ - 3 12,497.0
r2qr1k1/pp1nb1pp/2p2np1/2Pp2B1/3P4/5N1P/PPQN1PP1/4RRK1 w - - 0 15,69.0
8/4kP2/6K1/8/5NP1/7P/8/8 w - - 1 58,862.0
3k3r/pp3R2/2pB4/8/2P3p1/1P1N3P/P6K/8 w - - 0 38,703.0
r3r1k1/4bpp1/2qppn1p/p1n5/1pPNP2B/1P1PN2P/5PP1/R2QR1K1 b - - 2 23,-19.0
1bNr4/5ppk/6p1/6n1/2Q3P1/4P2q/RB2KP2/2R5 w - - 1 29,42.0
8/5k2/5p2/6pp/r7/B7/R3K1P1/8 w - - 0 52,-25.0
8/8/1r1kpp1p/1pR3pP/pP1P2K1/2P2P2/1P6/8 b - - 2 46,-494.0
r1b3k1/p1pn1qp1/7p/4r3/4B3/3R2P1/4QP1P/1R4K1 b - - 1 25,-164.0
r5nr/pp4pp/3b1k2/4ppN1/2P5/P7/1P3PPP/R1B2RK1 b - - 0 17,-25.0
r4b2/6p1/p5k1/4p1q1/3p4/P1P3PQ/1P3P2/1R4K1 b - - 0 26,-315.0
rn1qk2r/pbpp1pbp/1p2P1p1/7n/2B1P3/2P2Q2/PP3PPP/RNB1K1NR b KQkq - 0 8,-51.0
8/4kp1p/Q2p4/5p2/8/3B4/P1P2PPP/R5K1 w - - 1 25,879.0
1k2q1nr/pp4p1/8/2QN3p/5P2/6PP/PP3K2/R6R w - - 1 30,499.0
2rqr1k1/p4pp1/3Nb2p/1ppB4/8/PPQ1B1P1/5P1P/2R3K1 w - - 1 25,287.0
2rrq1k1/pN3ppp/1n6/3p1b2/1P1PpNn1/P3P1P1/3Q1PBP/R1R3K1 b - - 0 21,214.0
rnb2knq/pppp3r/4p3/5pp1/3P4/4PNP1/PPP1BPKP/R1BQ3R b - - 10 15,169.0
r1bqk2r/p4ppp/2p1pn2/3p4/1b2P3/2NB4/PPP2PPP/R1BQK2R w KQkq - 0 9,-30.0
r1bqk2r/4npbp/p5p1/1p1Pp3/3B4/2N5/PPPQBPPP/R4RK1 w kq - 0 13,216.0
r6r/pp2k2p/4pp2/2p1p3/3bP3/2P5/PP2NPPP/3R1RK1 b - - 0 15,284.0
r1b5/pp4pp/2nkpq2/3p4/8/2N5/PPP2PPP/R2QKB1R w KQ - 2 18,626.0
r2qk2r/1p2bppp/2p1p3/p2pP3/1Pn1PP2/1QN5/P2B2PP/3R1RK1 w kq - 0 19,-165.0
3r2k1/p4ppp/2p2n2/4p3/4P2q/8/3N2B1/1K2R3 b - - 0 29,-907.0
rn1q1bnr/1pp1p2p/p1k2p2/3p1bpQ/3N4/4P3/PPPP1PPP/RNB1K2R b KQ - 1 8,30.0
rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq - 3 4,77.0
r1bqkb1r/ppppn2p/5pp1/1B6/3QP3/2N5/PPP2PPP/R1B1K2R w KQkq - 0 8,307.0
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,69.0
rnbqkbnr/pppppp1p/6p1/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,61.0
r3k2r/p1Bbb1pp/1pn5/3p1p2/3P2n1/2PB1NP1/PP3P1P/RN3RK1 b kq - 1 14,167.0
5Q2/pp5p/3p2p1/4n1k1/2B5/8/P2q1PPP/4R1K1 w - - 5 27,639.0
rnbqkbnr/ppp2ppp/4p3/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,103.0
8/p1k4p/Ppp1p3/4P3/2PP1p1q/4nQ1P/3N2r1/2R3K1 w - - 0 33,-345.0
4k1nr/pb2p1bp/p3PPp1/P4p2/R4P2/2N1p3/1PP4P/3r1RK1 w k - 0 19,619.0
rkb2b2/pq1p1NpB/1pn5/2pNpQ2/8/3P4/PPP2PPP/R1B2RK1 w - - 6 17,646.0
r3r1k1/pb2qppp/4p3/2p5/3p1PPP/P7/BPP1Q2R/R3K3 b Q - 0 19,-231.0
rn1qkbnr/ppp2ppp/8/3p3b/3P4/5N1P/PPP2PP1/RNBQKB1R w KQkq - 1 6,40.0
rnbqk1nr/pppp1pbp/4p1p1/8/2B1P3/P2P4/1PP2PPP/RNBQK1NR b KQkq - 0 4,39.0
1n3nk1/p3rpp1/1p2p2p/2r1P3/2P1NP2/3B4/P4P1P/2R3RK b - - 0 26,46.0
rn2k1nr/3b1pp1/p1p5/1P1BP1Bp/8/5N2/2P2PPP/R3K2R w KQkq - 0 17,309.0
rnbq1rk1/ppppbppp/4p1n1/4P3/3P4/3B1N2/PPP2PPP/RNBQK2R w KQ - 5 6,96.0
3r1rk1/pB2q1pp/8/4p3/5nPP/8/PP3P2/R2QR1K1 w - - 1 22,686.0
2r4r/pp1k1pb1/1n2q1p1/3pPpB1/2pP1Q2/2P2NR1/PP3P1P/4R2K w - - 10 29,112.0
4k3/5p2/2p2Pp1/2P3P1/6K1/8/8/8 w - - 0 53,-50.0
r6k/p2q1B2/b1p2p1p/1pB1p1pn/5P2/P2P1N1P/1PP2P1Q/R3R1K1 b - - 0 26,312.0
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,15.0
2k5/pp3Q2/2np1p2/7p/4q3/8/P1P1K3/8 w - - 0 35,-475.0
r5r1/pppqk3/3p3p/3np3/4P3/8/PPP2PPP/R2Q1RK1 w - - 0 17,84.0
r1b1k2r/ppp1np1p/2np2q1/8/4P3/2N1Q3/PPP2PPP/R1B1KB1R b KQkq - 5 10,190.0
2bqkb1r/3p1ppp/1Pn2n2/4p3/1P6/2P5/4PPPP/BN1QKBNR b Kk - 0 9,-6.0
r1bqk2r/pppp1ppp/2n2n2/2b5/2P5/2N3P1/PP2PP1P/R1BQKBNR b KQkq - 0 6,7.0
r1b2r2/1pp1np1k/p2p2pP/2bNp1q1/4P3/1P6/PBPPQP2/2KR1B1R w - - 3 17,117.0
r1b1qrk1/p5pp/1bpB1pn1/2n5/4P3/2N2N2/PPB2PPP/R2QR1K1 w - - 1 18,368.0
rn6/8/2p5/8/1p1P4/3k4/P2n2QP/2K5 w - - 2 34,431.0
8/1pr1k1p1/pb2p2p/8/5PPP/PP1R1P2/3R2K1/8 b - - 0 35,455.0
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,47.0
8/1b6/8/8/6k1/6Bp/7K/8 w - - 34 77,-16.0
r1b5/pp1p2k1/2p1p1p1/2q2nQp/2P4P/P1PB1P2/K2R4/7R w - - 4 23,231.0
8/8/5k2/p7/P2b4/5r2/2Kn4/8 b - - 3 56,-580.0
8/5pkp/8/8/1R4p1/3B3P/5K2/8 w - - 0 37,474.0
r3r1k1/p4ppp/4b3/1pN3B1/q2Pp3/P7/4BPPP/2RQ1RK1 b - - 2 19,659.0
rn2kbnr/pbqp1ppp/8/8/1pBBP3/1N3PP1/PPPQ3P/R4RK1 b kq - 2 13,-170.0
8/6r1/1p1bkn2/2p1p1p1/Pp1pP1Pp/1P1P1P1P/6KN/2R1R3 w - - 0 37,74.0
5k2/1R5p/6p1/p4p2/4pP2/rB5P/P3NKP1/8 w - - 0 31,556.0
r1b1kb1r/ppp2ppp/2np4/3N4/4q3/5N2/PPP2PPP/R1BQK2R w KQkq - 0 9,-66.0
1rb1k3/1p4pp/3p4/p2P1p2/1p1N1P2/4n3/PKP5/8 w - - 2 26,-797.0
r7/3k1p2/pprPp1pp/2b1B3/P7/5P2/5P1P/1R1R2K1 w - - 1 26,-258.0
rn2k2r/2p1qpp1/p3p2p/1p1bP3/3P4/2N2N2/PP3PPP/R2QK2R w KQkq - 0 13,60.0
6k1/1r1pr2p/3R2p1/pp1RPp2/5P2/P1P3P1/1P4KP/8 b - - 3 34,350.0
1rr5/p4ppp/5n2/5k2/B7/1PP1B3/P4PPP/3RR1K1 w - - 3 29,676.0
2rqr1k1/pp3pp1/2b1pn1p/3pB3/3P1Q2/6PP/PP3PB1/1R2R1K1 b - - 1 26,-112.0
3r4/5pk1/7p/1p4p1/1P2P3/P7/5R1q/4K1N1 b - - 0 40,-741.0
8/5ppp/4p3/1k1p4/8/1Nb1P2P/4KPP1/8 w - - 7 31,-120.0
rn1qkbnr/ppp2ppp/4b3/8/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 4,97.0
1k1r1b1r/pppq2pp/2n1pn2/3p4/3P2P1/N2Q3P/PPPB1P2/R3K1NR w KQ - 0 12,-153.0
r2q1r1k/p4p1p/2pp3p/1pb1p3/3nP1Q1/P2PN2P/BPP2PP1/2KR3R b - - 1 14,6.0
4Q3/k7/3Q4/8/8/2P5/1PK5/8 b - - 0 50,893.0
8/8/p4pp1/P1p5/3p4/1P1Pk3/6K1/8 w - - 6 45,-341.0
r3r1k1/p2n1pp1/2p2n2/6p1/3PbB2/2P4P/4B2R/3RK3 w - - 0 27,-591.0
rnb1kbnr/ppppqppp/8/8/3QP3/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 4,50.0
r1r3k1/1pBR1pp1/2n4p/2P5/p6N/P7/5PPP/5RK1 b - - 2 27,262.0
r1bqkbnr/pppp1ppp/8/4p3/2BnP3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,80.0
rn3r1k/pbqpn1pB/1p3p2/2p5/2P4N/P3P1b1/1B1P1PP1/RN1Q1R1K w - - 1 14,184.0
8/8/8/5r1p/7k/8/5p2/5K2 w - - 0 75,-904.0
8/5p2/4p1kp/8/3P1PP1/4P3/3K4/8 b - - 2 47,199.0
r2qr1k1/ppp3pp/3pb3/3P4/2B1nn2/8/PBP2PPP/R4K1R w - - 0 20,-668.0
r2q1rk1/1b3pp1/p2p1b1p/np5P/2p1PPN1/2PP1N2/PP1QB3/2KR2R1 b - - 1 18,161.0
r2q1rk1/pppn1ppp/3p1nb1/6B1/1PP3P1/P1P1p2P/2Q1PP2/2KR1BNR w - - 0 13,-338.0
2r3k1/6pp/1p2R3/6P1/1B5P/4Q3/4K3/8 w - - 1 33,601.0
r1bqk2r/1pppnpbp/p1n3p1/4p3/B2PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 7,77.0
2k3nr/1pp2ppp/8/1Q6/8/B1P5/P1qr1PNP/R4R1K b - - 3 18,258.0
8/8/8/3R3k/2PPr1p1/4P3/P2K4/6R1 b - - 2 34,616.0
2krb1r1/1pp4p/p3Qqn1/3p1p2/5P2/2NB2P1/PPP2P1P/4RRK1 b - - 0 18,174.0
rnbq1rk1/p3ppbp/2pp1np1/8/1p1PPP2/3B1N2/PPP1N1PP/R1BQ1RK1 w - - 2 9,100.0
4r3/2k5/5pp1/6n1/6P1/6K1/1p6/8 w - - 0 43,-686.0
2n4r/7p/p3k1p1/1pp1n1B1/7P/4N1P1/PPP5/6K1 w - - 0 25,-489.0
8/pR5p/3rk2B/3p2P1/3pn2K/2P4P/5r2/8 w - - 0 42,-494.0
rn2k1nr/ppp1bppp/5q2/3P4/2B5/2N1Pb2/PP3PPP/R1BQ1RK1 w kq - 0 10,219.0
2k2br1/ppp1r1p1/8/3P3p/4P1N1/2NR4/PPK3PP/7R w - - 0 20,407.0
rb1q1rk1/1p3ppp/p3pn2/3pn3/3N4/P3B3/1PP1BPPP/R2Q1RK1 w - - 0 15,-193.0
1kr4r/ppqb1ppp/4p3/3pP3/3P1PP1/1Q1R4/PPP3P1/2K2B1R w - - 5 20,138.0
2r5/2pR2p1/1p3k1p/p2P2pP/P1P2pK1/1P6/6P1/8 w - - 1 32,-9.0
4r3/2P5/R4pk1/6p1/3N2Kp/4nP2/P6P/8 w - - 1 42,88.0
r2qnrk1/pp1bbppp/4p3/3pP3/P1pP4/2P1P3/1PBN2PP/R1BQ1RK1 b - - 2 12,54.0
8/2R5/1K1k4/8/8/8/8/8 b - - 4 94,542.0
r1bqk2r/ppp1bpp1/4pn1p/3p2B1/3Q4/1PN3P1/P1P1PPBP/R3K1NR w KQkq - 0 8,171.0
r1bk1bnr/ppp2ppp/8/4p3/4P3/8/PPP2PPP/RNB1KB1R w KQ - 0 7,0.0
8/6pp/1K2k3/4n3/8/P7/8/8 w - - 2 46,-463.0
r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,6.0
r2q1rk1/1p1bbppp/p1n1pn2/2p5/4P3/1P1P1NP1/PB1N1PBP/R2Q1RK1 b - - 2 12,25.0
5rk1/p4ppp/1p3n2/2r5/8/3B1P2/PP4PP/1K1R3R b - - 1 20,9.0
4rrk1/ppq3p1/3b3p/3B4/3Bn3/2P4P/PP1Q2P1/R4R1K b - - 0 21,226.0
1r4k1/5pp1/4p2p/3pn3/1p3B2/2R2P2/5P1P/6K1 w - - 0 33,-172.0
r4rk1/1p3pp1/2b4p/4p3/p1B5/2R2PP1/6P1/R5K1 b - - 1 25,-447.0
8/8/2p2kp1/8/1p2PK2/8/6P1/8 b - - 1 66,-388.0
rnbqk1nr/pp3ppp/8/2bp4/8/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 6,-14.0
8/8/K7/3QR3/4r3/P3k1p1/1P6/8 b - - 1 63,641.0
